pressure, temperature, density, viscosity, enthalpy, internal_energy
-34999999, 273.17, 7.93192672456901e-06, 0, 0, 0
-34999999, 300, 7.22254511762351e-06, 0, 0, 0
-34999999, 350, 6.19075121804408e-06, 0, 0, 0
-34999999, 400, 5.41690679743714e-06, 0, 0, 0
-34999999, 450, 4.81502806146807e-06, 0, 0, 0
-34999999, 500, 4.33352516025966e-06, 0, 0, 0
-34999999, 550, 3.9395682772889e-06, 0, 0, 0
-34999999, 600, 3.61127089199021e-06, 0, 0, 0
-34999999, 650, 3.33348080573365e-06, 0, 0, 0
-34999999, 700, 3.09537502258351e-06, 0, 0, 0
-34999999, 750, 2.88901668020989e-06, 0, 0, 0
-34999999, 800, 2.70845313251903e-06, 0, 0, 0
-34999999, 850, 2.54913235636585e-06, 0, 0, 0
-34999999, 900, 2.40751388948977e-06, 0, 0, 0
-34999999, 950, 2.28080263021279e-06, 0, 0, 0
-34999999, 1000, 2.16676249725627e-06, 0, 0, 0
-34999999, 1050, 2.06358332962454e-06, 0, 0, 0
-34999999, 1100, 1.96978408652809e-06, 0, 0, 0
-34999999, 1150, 1.88414129950499e-06, 0, 0, 0
-34999999, 1200, 1.80563541151463e-06, 0, 0, 0
-34999999, 1250, 1.73340999465032e-06, 0, 0, 0
-34999999, 1300, 1.66674037915009e-06, 0, 0, 0
-29999999, 273.17, 7.93192672456901e-06, 0, 0, 0
-29999999, 300, 7.22254511762351e-06, 0, 0, 0
-29999999, 350, 6.19075121804408e-06, 0, 0, 0
-29999999, 400, 5.41690679743714e-06, 0, 0, 0
-29999999, 450, 4.81502806146807e-06, 0, 0, 0
-29999999, 500, 4.33352516025966e-06, 0, 0, 0
-29999999, 550, 3.9395682772889e-06, 0, 0, 0
-29999999, 600, 3.61127089199021e-06, 0, 0, 0
-29999999, 650, 3.33348080573365e-06, 0, 0, 0
-29999999, 700, 3.09537502258351e-06, 0, 0, 0
-29999999, 750, 2.88901668020989e-06, 0, 0, 0
-29999999, 800, 2.70845313251903e-06, 0, 0, 0
-29999999, 850, 2.54913235636585e-06, 0, 0, 0
-29999999, 900, 2.40751388948977e-06, 0, 0, 0
-29999999, 950, 2.28080263021279e-06, 0, 0, 0
-29999999, 1000, 2.16676249725627e-06, 0, 0, 0
-29999999, 1050, 2.06358332962454e-06, 0, 0, 0
-29999999, 1100, 1.96978408652809e-06, 0, 0, 0
-29999999, 1150, 1.88414129950499e-06, 0, 0, 0
-29999999, 1200, 1.80563541151463e-06, 0, 0, 0
-29999999, 1250, 1.73340999465032e-06, 0, 0, 0
-29999999, 1300, 1.66674037915009e-06, 0, 0, 0
-24999999, 273.17, 7.93192672456901e-06, 0, 0, 0
-24999999, 300, 7.22254511762351e-06, 0, 0, 0
-24999999, 350, 6.19075121804408e-06, 0, 0, 0
-24999999, 400, 5.41690679743714e-06, 0, 0, 0
-24999999, 450, 4.81502806146807e-06, 0, 0, 0
-24999999, 500, 4.33352516025966e-06, 0, 0, 0
-24999999, 550, 3.9395682772889e-06, 0, 0, 0
-24999999, 600, 3.61127089199021e-06, 0, 0, 0
-24999999, 650, 3.33348080573365e-06, 0, 0, 0
-24999999, 700, 3.09537502258351e-06, 0, 0, 0
-24999999, 750, 2.88901668020989e-06, 0, 0, 0
-24999999, 800, 2.70845313251903e-06, 0, 0, 0
-24999999, 850, 2.54913235636585e-06, 0, 0, 0
-24999999, 900, 2.40751388948977e-06, 0, 0, 0
-24999999, 950, 2.28080263021279e-06, 0, 0, 0
-24999999, 1000, 2.16676249725627e-06, 0, 0, 0
-24999999, 1050, 2.06358332962454e-06, 0, 0, 0
-24999999, 1100, 1.96978408652809e-06, 0, 0, 0
-24999999, 1150, 1.88414129950499e-06, 0, 0, 0
-24999999, 1200, 1.80563541151463e-06, 0, 0, 0
-24999999, 1250, 1.73340999465032e-06, 0, 0, 0
-24999999, 1300, 1.66674037915009e-06, 0, 0, 0
-19999999, 273.17, 7.93192672456901e-06, 0, 0, 0
-19999999, 300, 7.22254511762351e-06, 0, 0, 0
-19999999, 350, 6.19075121804408e-06, 0, 0, 0
-19999999, 400, 5.41690679743714e-06, 0, 0, 0
-19999999, 450, 4.81502806146807e-06, 0, 0, 0
-19999999, 500, 4.33352516025966e-06, 0, 0, 0
-19999999, 550, 3.9395682772889e-06, 0, 0, 0
-19999999, 600, 3.61127089199021e-06, 0, 0, 0
-19999999, 650, 3.33348080573365e-06, 0, 0, 0
-19999999, 700, 3.09537502258351e-06, 0, 0, 0
-19999999, 750, 2.88901668020989e-06, 0, 0, 0
-19999999, 800, 2.70845313251903e-06, 0, 0, 0
-19999999, 850, 2.54913235636585e-06, 0, 0, 0
-19999999, 900, 2.40751388948977e-06, 0, 0, 0
-19999999, 950, 2.28080263021279e-06, 0, 0, 0
-19999999, 1000, 2.16676249725627e-06, 0, 0, 0
-19999999, 1050, 2.06358332962454e-06, 0, 0, 0
-19999999, 1100, 1.96978408652809e-06, 0, 0, 0
-19999999, 1150, 1.88414129950499e-06, 0, 0, 0
-19999999, 1200, 1.80563541151463e-06, 0, 0, 0
-19999999, 1250, 1.73340999465032e-06, 0, 0, 0
-19999999, 1300, 1.66674037915009e-06, 0, 0, 0
-14999999, 273.17, 7.93192672456901e-06, 0, 0, 0
-14999999, 300, 7.22254511762351e-06, 0, 0, 0
-14999999, 350, 6.19075121804408e-06, 0, 0, 0
-14999999, 400, 5.41690679743714e-06, 0, 0, 0
-14999999, 450, 4.81502806146807e-06, 0, 0, 0
-14999999, 500, 4.33352516025966e-06, 0, 0, 0
-14999999, 550, 3.9395682772889e-06, 0, 0, 0
-14999999, 600, 3.61127089199021e-06, 0, 0, 0
-14999999, 650, 3.33348080573365e-06, 0, 0, 0
-14999999, 700, 3.09537502258351e-06, 0, 0, 0
-14999999, 750, 2.88901668020989e-06, 0, 0, 0
-14999999, 800, 2.70845313251903e-06, 0, 0, 0
-14999999, 850, 2.54913235636585e-06, 0, 0, 0
-14999999, 900, 2.40751388948977e-06, 0, 0, 0
-14999999, 950, 2.28080263021279e-06, 0, 0, 0
-14999999, 1000, 2.16676249725627e-06, 0, 0, 0
-14999999, 1050, 2.06358332962454e-06, 0, 0, 0
-14999999, 1100, 1.96978408652809e-06, 0, 0, 0
-14999999, 1150, 1.88414129950499e-06, 0, 0, 0
-14999999, 1200, 1.80563541151463e-06, 0, 0, 0
-14999999, 1250, 1.73340999465032e-06, 0, 0, 0
-14999999, 1300, 1.66674037915009e-06, 0, 0, 0
-9999999, 273.17, 7.93192672456901e-06, 0, 0, 0
-9999999, 300, 7.22254511762351e-06, 0, 0, 0
-9999999, 350, 6.19075121804408e-06, 0, 0, 0
-9999999, 400, 5.41690679743714e-06, 0, 0, 0
-9999999, 450, 4.81502806146807e-06, 0, 0, 0
-9999999, 500, 4.33352516025966e-06, 0, 0, 0
-9999999, 550, 3.9395682772889e-06, 0, 0, 0
-9999999, 600, 3.61127089199021e-06, 0, 0, 0
-9999999, 650, 3.33348080573365e-06, 0, 0, 0
-9999999, 700, 3.09537502258351e-06, 0, 0, 0
-9999999, 750, 2.88901668020989e-06, 0, 0, 0
-9999999, 800, 2.70845313251903e-06, 0, 0, 0
-9999999, 850, 2.54913235636585e-06, 0, 0, 0
-9999999, 900, 2.40751388948977e-06, 0, 0, 0
-9999999, 950, 2.28080263021279e-06, 0, 0, 0
-9999999, 1000, 2.16676249725627e-06, 0, 0, 0
-9999999, 1050, 2.06358332962454e-06, 0, 0, 0
-9999999, 1100, 1.96978408652809e-06, 0, 0, 0
-9999999, 1150, 1.88414129950499e-06, 0, 0, 0
-9999999, 1200, 1.80563541151463e-06, 0, 0, 0
-9999999, 1250, 1.73340999465032e-06, 0, 0, 0
-9999999, 1300, 1.66674037915009e-06, 0, 0, 0
-4999999, 273.17, 7.93192672456901e-06, 0, 0, 0
-4999999, 300, 7.22254511762351e-06, 0, 0, 0
-4999999, 350, 6.19075121804408e-06, 0, 0, 0
-4999999, 400, 5.41690679743714e-06, 0, 0, 0
-4999999, 450, 4.81502806146807e-06, 0, 0, 0
-4999999, 500, 4.33352516025966e-06, 0, 0, 0
-4999999, 550, 3.9395682772889e-06, 0, 0, 0
-4999999, 600, 3.61127089199021e-06, 0, 0, 0
-4999999, 650, 3.33348080573365e-06, 0, 0, 0
-4999999, 700, 3.09537502258351e-06, 0, 0, 0
-4999999, 750, 2.88901668020989e-06, 0, 0, 0
-4999999, 800, 2.70845313251903e-06, 0, 0, 0
-4999999, 850, 2.54913235636585e-06, 0, 0, 0
-4999999, 900, 2.40751388948977e-06, 0, 0, 0
-4999999, 950, 2.28080263021279e-06, 0, 0, 0
-4999999, 1000, 2.16676249725627e-06, 0, 0, 0
-4999999, 1050, 2.06358332962454e-06, 0, 0, 0
-4999999, 1100, 1.96978408652809e-06, 0, 0, 0
-4999999, 1150, 1.88414129950499e-06, 0, 0, 0
-4999999, 1200, 1.80563541151463e-06, 0, 0, 0
-4999999, 1250, 1.73340999465032e-06, 0, 0, 0
-4999999, 1300, 1.66674037915009e-06, 0, 0, 0
1, 273.17, 7.93192672456901e-06, 0, 0, 0
1, 300, 7.22254511762351e-06, 0, 0, 0
1, 350, 6.19075121804408e-06, 0, 0, 0
1, 400, 5.41690679743714e-06, 0, 0, 0
1, 450, 4.81502806146807e-06, 0, 0, 0
1, 500, 4.33352516025966e-06, 0, 0, 0
1, 550, 3.9395682772889e-06, 0, 0, 0
1, 600, 3.61127089199021e-06, 0, 0, 0
1, 650, 3.33348080573365e-06, 0, 0, 0
1, 700, 3.09537502258351e-06, 0, 0, 0
1, 750, 2.88901668020989e-06, 0, 0, 0
1, 800, 2.70845313251903e-06, 0, 0, 0
1, 850, 2.54913235636585e-06, 0, 0, 0
1, 900, 2.40751388948977e-06, 0, 0, 0
1, 950, 2.28080263021279e-06, 0, 0, 0
1, 1000, 2.16676249725627e-06, 0, 0, 0
1, 1050, 2.06358332962454e-06, 0, 0, 0
1, 1100, 1.96978408652809e-06, 0, 0, 0
1, 1150, 1.88414129950499e-06, 0, 0, 0
1, 1200, 1.80563541151463e-06, 0, 0, 0
1, 1250, 1.73340999465032e-06, 0, 0, 0
1, 1300, 1.66674037915009e-06, 0, 0, 0
1e+05, 273.17, 999.843762820657, 0, 0, 0
1e+05, 300, 996.556340388898, 0, 0, 0
1e+05, 350, 973.727853378499, 0, 0, 0
1e+05, 400, 0.547605415225943, 0, 0, 0
1e+05, 450, 0.484584110450928, 0, 0, 0
1e+05, 500, 0.435140075089223, 0, 0, 0
1e+05, 550, 0.39506927250389, 0, 0, 0
1e+05, 600, 0.361854586071101, 0, 0, 0
1e+05, 650, 0.333841729749341, 0, 0, 0
1e+05, 700, 0.309882122379736, 0, 0, 0
1e+05, 750, 0.28914765749963, 0, 0, 0
1e+05, 800, 0.271023994798347, 0, 0, 0
1e+05, 850, 0.255044803242914, 0, 0, 0
1e+05, 900, 0.240849266558318, 0, 0, 0
1e+05, 950, 0.228153609372639, 0, 0, 0
1e+05, 1000, 0.216731455075584, 0, 0, 0
1e+05, 1050, 0.206399943635827, 0, 0, 0
1e+05, 1100, 0.197009714817386, 0, 0, 0
1e+05, 1150, 0.188437548827577, 0, 0, 0
1e+05, 1200, 0.1805808724927, 0, 0, 0
1e+05, 1250, 0.173353599295528, 0, 0, 0
1e+05, 1300, 0.166682938821476, 0, 0, 0
1e+06, 273.17, 1000.30110571035, 0, 0, 0
1e+06, 300, 996.960022695029, 0, 0, 0
1e+06, 350, 974.128827132981, 0, 0, 0
1e+06, 400, 937.873335355736, 0, 0, 0
1e+06, 450, 890.385806968809, 0, 0, 0
1e+06, 500, 4.53229427183908, 0, 0, 0
1e+06, 550, 4.05809868042486, 0, 0, 0
1e+06, 600, 3.68707165669668, 0, 0, 0
1e+06, 650, 3.3842547619896, 0, 0, 0
1e+06, 700, 3.13053543687311, 0, 0, 0
1e+06, 750, 2.91398026393312, 0, 0, 0
1e+06, 800, 2.72651908052499, 0, 0, 0
1e+06, 850, 2.56239938697984, 0, 0, 0
1e+06, 900, 2.41736424624992, 0, 0, 0
1e+06, 950, 2.28817312303384, 0, 0, 0
1e+06, 1000, 2.17230355778631, 0, 0, 0
1e+06, 1050, 2.06775599069003, 0, 0, 0
1e+06, 1100, 1.97292104333734, 0, 0, 0
1e+06, 1150, 1.88648642885768, 0, 0, 0
1e+06, 1200, 1.8073699691365, 0, 0, 0
1e+06, 1250, 1.73467035182977, 0, 0, 0
1e+06, 1300, 1.66763025860519, 0, 0, 0
6e+06, 273.17, 1002.82445197716, 0, 0, 0
6e+06, 300, 999.188784225729, 0, 0, 0
6e+06, 350, 976.339920913765, 0, 0, 0
6e+06, 400, 940.415328858627, 0, 0, 0
6e+06, 450, 893.628850324103, 0, 0, 0
6e+06, 500, 834.429704687944, 0, 0, 0
6e+06, 550, 30.6108523702858, 0, 0, 0
6e+06, 600, 25.2472046568513, 0, 0, 0
6e+06, 650, 22.1748772943973, 0, 0, 0
6e+06, 700, 19.9975625417932, 0, 0, 0
6e+06, 750, 18.312239179694, 0, 0, 0
6e+06, 800, 16.9427535971396, 0, 0, 0
6e+06, 850, 15.7950203797344, 0, 0, 0
6e+06, 900, 14.8122360335145, 0, 0, 0
6e+06, 950, 13.9571737274666, 0, 0, 0
6e+06, 1000, 13.2039698467744, 0, 0, 0
6e+06, 1050, 12.5338565464122, 0, 0, 0
6e+06, 1100, 11.9327495890806, 0, 0, 0
6e+06, 1150, 11.3897934163652, 0, 0, 0
6e+06, 1200, 10.8964372228727, 0, 0, 0
6e+06, 1250, 10.4458231874775, 0, 0, 0
6e+06, 1300, 10.03236713477, 0, 0, 0
1.1e+07, 273.17, 1005.31856903266, 0, 0, 0
1.1e+07, 300, 1001.39429327639, 0, 0, 0
1.1e+07, 350, 978.523625011474, 0, 0, 0
1.1e+07, 400, 942.914443238867, 0, 0, 0
1.1e+07, 450, 896.790704522155, 0, 0, 0
1.1e+07, 500, 838.905184607426, 0, 0, 0
1.1e+07, 550, 763.30589494452, 0, 0, 0
1.1e+07, 600, 58.1876821271735, 0, 0, 0
1.1e+07, 650, 45.7368436732751, 0, 0, 0
1.1e+07, 700, 39.5273425635256, 0, 0, 0
1.1e+07, 750, 35.378115614836, 0, 0, 0
1.1e+07, 800, 32.2721317041215, 0, 0, 0
1.1e+07, 850, 29.8009678989163, 0, 0, 0
1.1e+07, 900, 27.7588198750731, 0, 0, 0
1.1e+07, 950, 26.0268867935491, 0, 0, 0
1.1e+07, 1000, 24.5300617530522, 0, 0, 0
1.1e+07, 1050, 23.2176714172544, 0, 0, 0
1.1e+07, 1100, 22.0538212811093, 0, 0, 0
1.1e+07, 1150, 21.0121070117869, 0, 0, 0
1.1e+07, 1200, 20.0725121676671, 0, 0, 0
1.1e+07, 1250, 19.219486586173, 0, 0, 0
1.1e+07, 1300, 18.4407020990174, 0, 0, 0
1.6e+07, 273.17, 1007.78391326423, 0, 0, 0
1.6e+07, 300, 1003.57699750647, 0, 0, 0
1.6e+07, 350, 980.680783213259, 0, 0, 0
1.6e+07, 400, 945.372557374044, 0, 0, 0
1.6e+07, 450, 899.876549892027, 0, 0, 0
1.6e+07, 500, 843.205841994989, 0, 0, 0
1.6e+07, 550, 770.395533154889, 0, 0, 0
1.6e+07, 600, 662.82673074822, 0, 0, 0
1.6e+07, 650, 79.1870943379335, 0, 0, 0
1.6e+07, 700, 63.0647516868844, 0, 0, 0
1.6e+07, 750, 54.6152062236872, 0, 0, 0
1.6e+07, 800, 48.9345906133401, 0, 0, 0
1.6e+07, 850, 44.6843661772625, 0, 0, 0
1.6e+07, 900, 41.3084054043037, 0, 0, 0
1.6e+07, 950, 38.5227559690119, 0, 0, 0
1.6e+07, 1000, 36.1628117456029, 0, 0, 0
1.6e+07, 1050, 34.1245136304024, 0, 0, 0
1.6e+07, 1100, 32.3378027957605, 0, 0, 0
1.6e+07, 1150, 30.7532023448236, 0, 0, 0
1.6e+07, 1200, 29.3344368158182, 0, 0, 0
1.6e+07, 1250, 28.0540966897913, 0, 0, 0
1.6e+07, 1300, 26.8909537139801, 0, 0, 0
2.1e+07, 273.17, 1010.22092331333, 0, 0, 0
2.1e+07, 300, 1005.7373257703, 0, 0, 0
2.1e+07, 350, 982.812194210162, 0, 0, 0
2.1e+07, 400, 947.791415224839, 0, 0, 0
2.1e+07, 450, 902.891041374072, 0, 0, 0
2.1e+07, 500, 847.348380163061, 0, 0, 0
2.1e+07, 550, 776.99446205367, 0, 0, 0
2.1e+07, 600, 677.895143179017, 0, 0, 0
2.1e+07, 650, 147.447679793927, 0, 0, 0
2.1e+07, 700, 93.0926361839827, 0, 0, 0
2.1e+07, 750, 76.718187413862, 0, 0, 0
2.1e+07, 800, 67.1879637088248, 0, 0, 0
2.1e+07, 850, 60.5538355525332, 0, 0, 0
2.1e+07, 900, 55.5091905784036, 0, 0, 0
2.1e+07, 950, 51.4659890317678, 0, 0, 0
2.1e+07, 1000, 48.110675650381, 0, 0, 0
2.1e+07, 1050, 45.2566648268154, 0, 0, 0
2.1e+07, 1100, 42.7840098574063, 0, 0, 0
2.1e+07, 1150, 40.6110481843123, 0, 0, 0
2.1e+07, 1200, 38.6796631937992, 0, 0, 0
2.1e+07, 1250, 36.9470130223358, 0, 0, 0
2.1e+07, 1300, 35.3805991350929, 0, 0, 0
2.6e+07, 273.17, 1012.63002226251, 0, 0, 0
2.6e+07, 300, 1007.87569016012, 0, 0, 0
2.6e+07, 350, 984.918615239973, 0, 0, 0
2.6e+07, 400, 950.172639301737, 0, 0, 0
2.6e+07, 450, 905.838380566786, 0, 0, 0
2.6e+07, 500, 851.347035369559, 0, 0, 0
2.6e+07, 550, 783.180790044376, 0, 0, 0
2.6e+07, 600, 690.550932040685, 0, 0, 0
2.6e+07, 650, 506.709396320252, 0, 0, 0
2.6e+07, 700, 134.789471558473, 0, 0, 0
2.6e+07, 750, 102.646385857521, 0, 0, 0
2.6e+07, 800, 87.3254757270492, 0, 0, 0
2.6e+07, 850, 77.5173056785884, 0, 0, 0
2.6e+07, 900, 70.4032403914878, 0, 0, 0
2.6e+07, 950, 64.872024467539, 0, 0, 0
2.6e+07, 1000, 60.37761146767, 0, 0, 0
2.6e+07, 1050, 56.6130666103603, 0, 0, 0
2.6e+07, 1100, 53.3893032528149, 0, 0, 0
2.6e+07, 1150, 50.5818018192046, 0, 0, 0
2.6e+07, 1200, 48.1042934388783, 0, 0, 0
2.6e+07, 1250, 45.8945766992681, 0, 0, 0
2.6e+07, 1300, 43.9063369286693, 0, 0, 0
3.1e+07, 273.17, 1015.01161981768, 0, 0, 0
3.1e+07, 300, 1009.99248780537, 0, 0, 0
3.1e+07, 350, 987.000765344033, 0, 0, 0
3.1e+07, 400, 952.517742429448, 0, 0, 0
3.1e+07, 450, 908.72237550054, 0, 0, 0
3.1e+07, 500, 855.214058265974, 0, 0, 0
3.1e+07, 550, 789.014196455909, 0, 0, 0
3.1e+07, 600, 701.57050783077, 0, 0, 0
3.1e+07, 650, 557.151987490406, 0, 0, 0
3.1e+07, 700, 200.166927184628, 0, 0, 0
3.1e+07, 750, 133.683246906707, 0, 0, 0
3.1e+07, 800, 109.661107814107, 0, 0, 0
3.1e+07, 850, 95.6734028318159, 0, 0, 0
3.1e+07, 900, 86.0225909691642, 0, 0, 0
3.1e+07, 950, 78.7488433138793, 0, 0, 0
3.1e+07, 1000, 72.9623787459653, 0, 0, 0
3.1e+07, 1050, 68.1890627455036, 0, 0, 0
3.1e+07, 1100, 64.1480291941441, 0, 0, 0
3.1e+07, 1150, 60.6598355871188, 0, 0, 0
3.1e+07, 1200, 57.6031405174654, 0, 0, 0
3.1e+07, 1250, 54.8921812212846, 0, 0, 0
3.1e+07, 1300, 52.4641570250047, 0, 0, 0
3.6e+07, 273.17, 1017.36611442638, 0, 0, 0
3.6e+07, 300, 1012.08810245002, 0, 0, 0
3.6e+07, 350, 989.059328285857, 0, 0, 0
3.6e+07, 400, 954.828138066225, 0, 0, 0
3.6e+07, 450, 911.54649060604, 0, 0, 0
3.6e+07, 500, 858.960080791546, 0, 0, 0
3.6e+07, 550, 794.541477946874, 0, 0, 0
3.6e+07, 600, 711.392695462766, 0, 0, 0
3.6e+07, 650, 586.393597314375, 0, 0, 0
3.6e+07, 700, 303.071529085156, 0, 0, 0
3.6e+07, 750, 171.341891197013, 0, 0, 0
3.6e+07, 800, 134.492035240888, 0, 0, 0
3.6e+07, 850, 115.098663661454, 0, 0, 0
3.6e+07, 900, 102.384642621226, 0, 0, 0
3.6e+07, 950, 93.0952586706205, 0, 0, 0
3.6e+07, 1000, 85.857928304092, 0, 0, 0
3.6e+07, 1050, 79.9762247452991, 0, 0, 0
3.6e+07, 1100, 75.0520183224679, 0, 0, 0
3.6e+07, 1150, 70.8378009534663, 0, 0, 0
3.6e+07, 1200, 67.1698117601414, 0, 0, 0
3.6e+07, 1250, 63.9343564855806, 0, 0, 0
3.6e+07, 1300, 61.0494178375619, 0, 0, 0
4.1e+07, 273.17, 1019.6938952809, 0, 0, 0
4.1e+07, 300, 1014.16290583122, 0, 0, 0
4.1e+07, 350, 991.094955173411, 0, 0, 0
4.1e+07, 400, 957.105149389022, 0, 0, 0
4.1e+07, 450, 914.313888778589, 0, 0, 0
4.1e+07, 500, 862.594400201931, 0, 0, 0
4.1e+07, 550, 799.800118494617, 0, 0, 0
4.1e+07, 600, 720.293356340932, 0, 0, 0
4.1e+07, 650, 607.853840862531, 0, 0, 0
4.1e+07, 700, 399.090944751819, 0, 0, 0
4.1e+07, 750, 216.638457295501, 0, 0, 0
4.1e+07, 800, 162.02250473974, 0, 0, 0
4.1e+07, 850, 135.830322814281, 0, 0, 0
4.1e+07, 900, 119.487170483277, 0, 0, 0
4.1e+07, 950, 107.899355005787, 0, 0, 0
4.1e+07, 1000, 99.0509545189663, 0, 0, 0
4.1e+07, 1050, 91.962288879164, 0, 0, 0
4.1e+07, 1100, 86.090653280744, 0, 0, 0
4.1e+07, 1150, 81.1067329576563, 0, 0, 0
4.1e+07, 1200, 76.7968154123249, 0, 0, 0
4.1e+07, 1250, 73.0148653936613, 0, 0, 0
4.1e+07, 1300, 69.6569297944241, 0, 0, 0
4.6e+07, 273.17, 1021.99534416392, 0, 0, 0
4.6e+07, 300, 1016.21725887963, 0, 0, 0
4.6e+07, 350, 993.108266820722, 0, 0, 0
4.6e+07, 400, 959.350017324544, 0, 0, 0
4.6e+07, 450, 917.027467017722, 0, 0, 0
4.6e+07, 500, 866.125202039717, 0, 0, 0
4.6e+07, 550, 804.820681493577, 0, 0, 0
4.6e+07, 600, 728.458763127673, 0, 0, 0
4.6e+07, 650, 625.110310900952, 0, 0, 0
4.6e+07, 700, 458.672886081717, 0, 0, 0
4.6e+07, 750, 268.033502270957, 0, 0, 0
4.6e+07, 800, 192.233521011121, 0, 0, 0
4.6e+07, 850, 157.845364919454, 0, 0, 0
4.6e+07, 900, 137.303457726352, 0, 0, 0
4.6e+07, 950, 123.137264565219, 0, 0, 0
4.6e+07, 1000, 112.521673038631, 0, 0, 0
4.6e+07, 1050, 104.131223538683, 0, 0, 0
4.6e+07, 1100, 97.2510088554568, 0, 0, 0
4.6e+07, 1150, 91.4561943321813, 0, 0, 0
4.6e+07, 1200, 86.4756883781083, 0, 0, 0
4.6e+07, 1250, 82.1268112735282, 0, 0, 0
4.6e+07, 1300, 78.2810438544082, 0, 0, 0
5.1e+07, 273.17, 1024.27083710435, 0, 0, 0
5.1e+07, 300, 1018.25151275955, 0, 0, 0
5.1e+07, 350, 995.099855879966, 0, 0, 0
5.1e+07, 400, 961.563907666109, 0, 0, 0
